invoiceid,date,product name,category,quantity,total revenue,customer id
INV10929,2024-04-30,Whiteboard Markers 8pk,Office Supplies,1,10.48,CUST0231
INV11318,2024-04-30,Vitamin C Serum 30ml,Beauty & Health,1,22.69,CUST0280
INV11987,2024-04-30,Whiteboard Markers 8pk,Office Supplies,1,12.4,CUST0260
INV10621,2024-05-01,Reusable Cotton Pads 20pk,Beauty & Health,1,11.63,CUST0123
INV10863,2024-05-01,File Folders 100pk,Office Supplies,2,38.04,CUST0220
INV11702,2024-05-01,Bluetooth Speaker Mini,Electronics,2,83.54,CUST0021
INV10488,2024-05-02,USB-C Hub 7-in-1,Electronics,1,34.28,CUST0293
INV10711,2024-05-02,Stapler Heavy Duty,Office Supplies,3,54.42,CUST0189
INV11915,2024-05-02,Lip Balm SPF15 3pk,Beauty & Health,1,8.12,CUST0298
INV10829,2024-05-03,Vitamin D3 Supplements,Beauty & Health,1,15.33,CUST0008
INV11429,2024-05-03,Silicone Spatula Set 3pk,Home & Kitchen,2,19.2,CUST0124
INV11692,2024-05-03,Smart Plug WiFi,Electronics,1,19.74,CUST0164
INV10480,2024-05-04,Reusable Cotton Pads 20pk,Beauty & Health,1,11.68,CUST0011
INV10700,2024-05-04,Webcam 1080p HD,Electronics,1,53.99,CUST0197
INV10932,2024-05-04,Wireless Earbuds Pro,Electronics,1,47.43,CUST0138
INV11223,2024-05-04,Portable Charger 20000mAh,Electronics,3,91.44,CUST0265
INV11729,2024-05-04,A4 Printer Paper 500sh,Office Supplies,3,29.16,CUST0283
INV11866,2024-05-04,Stainless Steel Water Bottle,Home & Kitchen,2,47.9,CUST0202
INV10166,2024-05-05,Wool Beanie Hat,Clothing,4,69.6,CUST0155
INV10246,2024-05-05,Sport Shorts,Clothing,1,26.42,CUST0271
INV10362,2024-05-05,Digital Kitchen Scale,Home & Kitchen,1,18.63,CUST0230
INV10946,2024-05-05,Sport Shorts,Clothing,1,25.46,CUST0185
INV11322,2024-05-05,Vitamin D3 Supplements,Beauty & Health,1,13.54,CUST0250
INV11460,2024-05-05,Portable Charger 20000mAh,Electronics,2,61.68,CUST0267
INV10843,2024-05-06,Glass Storage Containers 5pk,Home & Kitchen,1,26.59,CUST0207
INV11140,2024-05-06,A4 Printer Paper 500sh,Office Supplies,1,9.16,CUST0106
INV11211,2024-05-06,Classic Cotton T-Shirt,Clothing,4,75.64,CUST0137
INV11626,2024-05-06,Reusable Cotton Pads 20pk,Beauty & Health,2,21.26,CUST0264
INV11766,2024-05-06,Wool Beanie Hat,Clothing,3,50.16,CUST0028
INV11794,2024-05-06,Stapler Heavy Duty,Office Supplies,4,72.84,CUST0294
INV11802,2024-05-06,French Press Coffee Maker,Home & Kitchen,1,28.04,CUST0054
INV11849,2024-05-06,Vitamin C Serum 30ml,Beauty & Health,2,47.26,CUST0137
INV11892,2024-05-06,Wireless Earbuds Pro,Electronics,2,100.28,CUST0217
INV10136,2024-05-07,Hooded Sweatshirt,Clothing,1,45.29,CUST0221
INV10543,2024-05-07,Essential Oil Diffuser,Beauty & Health,5,158.4,CUST0295
INV11721,2024-05-07,Canvas Sneakers,Clothing,1,57.8,CUST0094
INV10198,2024-05-08,Desk Organizer Bamboo,Office Supplies,4,101.28,CUST0269
INV10420,2024-05-08,Facial Sunscreen SPF50,Beauty & Health,2,31.8,CUST0154
INV10823,2024-05-08,Bluetooth Speaker Mini,Electronics,2,75.18,CUST0296
INV11500,2024-05-08,Natural Face Moisturizer,Beauty & Health,1,20.46,CUST0267
INV11811,2024-05-08,Desk Organizer Bamboo,Office Supplies,1,26.46,CUST0047
INV10194,2024-05-09,Canvas Sneakers,Clothing,1,55.4,CUST0079
INV10800,2024-05-09,Essential Oil Diffuser,Beauty & Health,2,59.58,CUST0070
INV10914,2024-05-09,Ballpoint Pens 50pk,Office Supplies,1,12.06,CUST0080
INV11778,2024-05-09,Glass Storage Containers 5pk,Home & Kitchen,2,52.68,CUST0033
INV10203,2024-05-10,Ceramic Coffee Mug,Home & Kitchen,3,35.46,CUST0264
INV10294,2024-05-10,File Folders 100pk,Office Supplies,4,77.4,CUST0103
INV11068,2024-05-10,Bamboo Cutting Board,Home & Kitchen,3,63.9,CUST0124
INV11209,2024-05-10,Classic Cotton T-Shirt,Clothing,1,18.92,CUST0242
INV11879,2024-05-10,Canvas Sneakers,Clothing,1,63.67,CUST0125
INV10308,2024-05-11,Scissors Stainless Steel,Office Supplies,2,15.88,CUST0242
INV10396,2024-05-11,Stainless Steel Water Bottle,Home & Kitchen,2,46.72,CUST0216
INV11192,2024-05-11,Sticky Notes Pack 12,Office Supplies,1,8.37,CUST0145
INV11415,2024-05-11,Vitamin C Serum 30ml,Beauty & Health,1,26.77,CUST0106
INV11461,2024-05-11,Natural Face Moisturizer,Beauty & Health,3,57.24,CUST0245
INV11897,2024-05-11,Smart Plug WiFi,Electronics,1,18.06,CUST0151
INV10487,2024-05-12,Glass Storage Containers 5pk,Home & Kitchen,10,253.6,CUST0219
INV10917,2024-05-12,Digital Kitchen Scale,Home & Kitchen,1,17.59,CUST0265
INV11036,2024-05-12,Canvas Sneakers,Clothing,3,166.26,CUST0093
INV11590,2024-05-12,Digital Kitchen Scale,Home & Kitchen,4,83.0,CUST0058
INV11093,2024-05-13,Desk Organizer Bamboo,Office Supplies,2,45.44,CUST0288
INV11436,2024-05-13,Glass Storage Containers 5pk,Home & Kitchen,2,54.84,CUST0080
INV11505,2024-05-13,French Press Coffee Maker,Home & Kitchen,2,59.82,CUST0241
INV10273,2024-05-14,Stainless Steel Water Bottle,Home & Kitchen,1,20.98,CUST0275
INV10815,2024-05-14,Wireless Earbuds Pro,Electronics,1,49.81,CUST0078
INV10961,2024-05-14,Bluetooth Speaker Mini,Electronics,1,41.7,CUST0235
INV11492,2024-05-14,Running Socks 6pk,Clothing,1,14.96,CUST0247
INV11881,2024-05-14,Vitamin C Serum 30ml,Beauty & Health,4,96.16,CUST0023
INV10033,2024-05-15,Whiteboard Markers 8pk,Office Supplies,4,44.76,CUST0205
INV10145,2024-05-15,Scissors Stainless Steel,Office Supplies,2,14.04,CUST0019
INV10348,2024-05-15,Vitamin C Serum 30ml,Beauty & Health,10,256.0,CUST0105
INV11611,2024-05-15,Facial Sunscreen SPF50,Beauty & Health,1,18.28,CUST0117
INV10092,2024-05-16,Zip-Up Fleece Jacket,Clothing,3,212.4,CUST0183
INV10414,2024-05-16,File Folders 100pk,Office Supplies,1,17.4,CUST0300
INV10712,2024-05-16,Smart Plug WiFi,Electronics,3,63.36,CUST0033
INV11281,2024-05-16,LED Desk Lamp Smart,Electronics,1,43.81,CUST0243
INV11539,2024-05-16,Lip Balm SPF15 3pk,Beauty & Health,5,42.5,CUST0249
INV10736,2024-05-17,Facial Sunscreen SPF50,Beauty & Health,2,30.94,CUST0273
INV10923,2024-05-17,Bluetooth Speaker Mini,Electronics,1,43.14,CUST0193
INV11557,2024-05-17,Wool Beanie Hat,Clothing,1,16.27,CUST0184
INV11640,2024-05-17,Lip Balm SPF15 3pk,Beauty & Health,4,32.72,CUST0214
INV11818,2024-05-17,Wireless Earbuds Pro,Electronics,5,244.05,CUST0026
INV10743,2024-05-18,LED Desk Lamp Smart,Electronics,3,135.84,CUST0034
INV11606,2024-05-18,Mechanical Keyboard TKL,Electronics,1,95.83,CUST0240
INV11645,2024-05-18,Stainless Steel Water Bottle,Home & Kitchen,3,70.05,CUST0052
INV11749,2024-05-18,Reusable Cotton Pads 20pk,Beauty & Health,1,10.62,CUST0260
INV10047,2024-05-19,USB-C Hub 7-in-1,Electronics,3,94.95,CUST0107
INV10325,2024-05-19,Sport Shorts,Clothing,1,27.33,CUST0228
INV10462,2024-05-19,Silicone Spatula Set 3pk,Home & Kitchen,1,9.29,CUST0144
INV11150,2024-05-19,Ceramic Coffee Mug,Home & Kitchen,2,25.52,CUST0154
INV11587,2024-05-19,Zip-Up Fleece Jacket,Clothing,1,73.71,CUST0189
INV10049,2024-05-20,Silicone Spatula Set 3pk,Home & Kitchen,1,10.97,CUST0178
INV10219,2024-05-20,Lip Balm SPF15 3pk,Beauty & Health,3,21.84,CUST0248
INV10545,2024-05-20,Wool Beanie Hat,Clothing,1,18.99,CUST0123
INV11064,2024-05-20,Running Socks 6pk,Clothing,2,27.42,CUST0233
INV11177,2024-05-20,Wool Beanie Hat,Clothing,4,66.2,CUST0245
INV11406,2024-05-20,Stainless Steel Water Bottle,Home & Kitchen,3,74.58,CUST0210
INV11814,2024-05-20,Sport Shorts,Clothing,1,22.99,CUST0288
INV10101,2024-05-21,Sport Shorts,Clothing,2,50.3,CUST0013
INV10547,2024-05-21,French Press Coffee Maker,Home & Kitchen,1,28.32,CUST0285
INV10830,2024-05-21,Zip-Up Fleece Jacket,Clothing,1,72.33,CUST0056
INV10933,2024-05-21,Natural Face Moisturizer,Beauty & Health,1,18.03,CUST0163
INV11015,2024-05-21,File Folders 100pk,Office Supplies,3,54.96,CUST0174
INV11233,2024-05-21,Bamboo Toothbrush 4pk,Beauty & Health,2,18.34,CUST0248
INV11482,2024-05-21,Non-Stick Frying Pan 28cm,Home & Kitchen,1,31.84,CUST0137
INV11673,2024-05-21,Facial Sunscreen SPF50,Beauty & Health,2,35.54,CUST0019
INV11969,2024-05-21,A4 Printer Paper 500sh,Office Supplies,1,10.71,CUST0035
INV10181,2024-05-22,Bamboo Cutting Board,Home & Kitchen,3,63.78,CUST0162
INV10452,2024-05-22,Glass Storage Containers 5pk,Home & Kitchen,3,80.7,CUST0065
INV10786,2024-05-22,Running Socks 6pk,Clothing,4,59.48,CUST0034
INV10327,2024-05-23,Vitamin D3 Supplements,Beauty & Health,1,14.01,CUST0234
INV10772,2024-05-23,Silicone Spatula Set 3pk,Home & Kitchen,2,19.1,CUST0162
INV11054,2024-05-23,Webcam 1080p HD,Electronics,1,54.29,CUST0118
INV11588,2024-05-23,Bamboo Toothbrush 4pk,Beauty & Health,1,9.81,CUST0276
INV11908,2024-05-23,File Folders 100pk,Office Supplies,1,20.21,CUST0225
INV10722,2024-05-24,Glass Storage Containers 5pk,Home & Kitchen,2,57.02,CUST0110
INV10994,2024-05-24,Classic Cotton T-Shirt,Clothing,4,87.04,CUST0070
INV11061,2024-05-24,Classic Cotton T-Shirt,Clothing,1,20.98,CUST0261
INV11145,2024-05-24,Silicone Spatula Set 3pk,Home & Kitchen,1,10.32,CUST0001
INV11376,2024-05-24,Facial Sunscreen SPF50,Beauty & Health,1,17.76,CUST0067
INV11603,2024-05-25,Wireless Earbuds Pro,Electronics,1,53.29,CUST0226
INV11853,2024-05-25,Canvas Sneakers,Clothing,1,58.82,CUST0142
INV10226,2024-05-26,Whiteboard Markers 8pk,Office Supplies,2,24.92,CUST0257
INV10698,2024-05-26,Sticky Notes Pack 12,Office Supplies,1,9.74,CUST0191
INV10022,2024-05-27,Vitamin C Serum 30ml,Beauty & Health,1,26.21,CUST0058
INV10192,2024-05-27,Non-Stick Frying Pan 28cm,Home & Kitchen,1,32.31,CUST0246
INV10817,2024-05-27,Stainless Steel Water Bottle,Home & Kitchen,4,95.48,CUST0182
INV11488,2024-05-27,Vitamin D3 Supplements,Beauty & Health,5,70.35,CUST0139
INV10383,2024-05-28,Natural Face Moisturizer,Beauty & Health,1,19.5,CUST0245
INV10540,2024-05-28,Ceramic Coffee Mug,Home & Kitchen,1,12.79,CUST0124
INV10594,2024-05-28,Portable Charger 20000mAh,Electronics,2,56.96,CUST0210
INV11452,2024-05-28,Hooded Sweatshirt,Clothing,1,40.63,CUST0100
INV11968,2024-05-28,Bamboo Cutting Board,Home & Kitchen,1,19.85,CUST0234
INV10068,2024-05-29,Portable Charger 20000mAh,Electronics,2,59.76,CUST0217
INV10165,2024-05-29,USB-C Hub 7-in-1,Electronics,3,101.97,CUST0236
INV10271,2024-05-29,Reusable Cotton Pads 20pk,Beauty & Health,3,34.71,CUST0156
INV10330,2024-05-29,Bluetooth Speaker Mini,Electronics,1,43.03,CUST0036
INV11078,2024-05-29,Canvas Sneakers,Clothing,1,59.08,CUST0081
INV11099,2024-05-29,Bamboo Cutting Board,Home & Kitchen,4,81.56,CUST0225
INV11102,2024-05-29,Ceramic Coffee Mug,Home & Kitchen,2,24.32,CUST0137
INV11190,2024-05-29,Wool Beanie Hat,Clothing,3,55.77,CUST0269
INV11230,2024-05-29,Webcam 1080p HD,Electronics,5,327.55,CUST0098
INV11255,2024-05-29,LED Desk Lamp Smart,Electronics,1,43.88,CUST0152
INV10106,2024-05-30,Desk Organizer Bamboo,Office Supplies,2,47.54,CUST0155
INV10319,2024-05-30,Stainless Steel Water Bottle,Home & Kitchen,3,73.35,CUST0269
INV10541,2024-05-30,Running Socks 6pk,Clothing,4,64.24,CUST0276
INV11266,2024-05-30,Classic Cotton T-Shirt,Clothing,1,19.37,CUST0036
INV11456,2024-05-30,Facial Sunscreen SPF50,Beauty & Health,1,17.39,CUST0040
INV11503,2024-05-30,Bluetooth Speaker Mini,Electronics,4,149.84,CUST0065
INV11595,2024-05-30,Hooded Sweatshirt,Clothing,3,138.51,CUST0238
INV11712,2024-05-30,Vitamin C Serum 30ml,Beauty & Health,1,26.98,CUST0186
INV10828,2024-05-31,Classic Cotton T-Shirt,Clothing,3,63.81,CUST0080
INV10831,2024-05-31,Scissors Stainless Steel,Office Supplies,2,13.64,CUST0059
INV11331,2024-05-31,Sticky Notes Pack 12,Office Supplies,4,37.76,CUST0085
INV11494,2024-05-31,Natural Face Moisturizer,Beauty & Health,1,21.74,CUST0244
INV11922,2024-05-31,Ballpoint Pens 50pk,Office Supplies,2,25.86,CUST0292
INV10280,2024-06-01,Vitamin C Serum 30ml,Beauty & Health,2,45.98,CUST0101
INV11053,2024-06-01,Scissors Stainless Steel,Office Supplies,3,21.96,CUST0041
INV11657,2024-06-01,Bamboo Toothbrush 4pk,Beauty & Health,1,9.4,CUST0189
INV10431,2024-06-02,Zip-Up Fleece Jacket,Clothing,4,319.36,CUST0242
INV10766,2024-06-02,Vitamin D3 Supplements,Beauty & Health,1,14.27,CUST0218
INV10998,2024-06-02,Smart Plug WiFi,Electronics,2,41.42,CUST0149
INV11018,2024-06-02,Classic Cotton T-Shirt,Clothing,1,21.55,CUST0127
INV11137,2024-06-02,Bluetooth Speaker Mini,Electronics,1,38.17,CUST0152
INV11163,2024-06-02,A4 Printer Paper 500sh,Office Supplies,1,10.23,CUST0170
INV11311,2024-06-02,Silicone Spatula Set 3pk,Home & Kitchen,2,20.3,CUST0129
INV11723,2024-06-02,Sticky Notes Pack 12,Office Supplies,2,18.7,CUST0023
INV11932,2024-06-02,Wool Beanie Hat,Clothing,5,85.0,CUST0057
INV11938,2024-06-02,Bamboo Toothbrush 4pk,Beauty & Health,3,26.22,CUST0142
INV10366,2024-06-03,Wireless Earbuds Pro,Electronics,2,108.9,CUST0127
INV10793,2024-06-03,Essential Oil Diffuser,Beauty & Health,5,181.4,CUST0015
INV10920,2024-06-03,Canvas Sneakers,Clothing,3,176.7,CUST0194
INV11276,2024-06-03,Lip Balm SPF15 3pk,Beauty & Health,2,14.9,CUST0189
INV11491,2024-06-03,Scissors Stainless Steel,Office Supplies,1,6.79,CUST0275
INV11634,2024-06-03,Hooded Sweatshirt,Clothing,1,42.17,CUST0170
INV11914,2024-06-03,Essential Oil Diffuser,Beauty & Health,3,94.62,CUST0274
INV10141,2024-06-04,Glass Storage Containers 5pk,Home & Kitchen,1,27.59,CUST0173
INV10242,2024-06-04,Facial Sunscreen SPF50,Beauty & Health,1,17.13,CUST0187
INV11049,2024-06-04,French Press Coffee Maker,Home & Kitchen,1,31.97,CUST0105
INV11984,2024-06-04,Vitamin C Serum 30ml,Beauty & Health,3,73.29,CUST0177
INV10037,2024-06-05,Glass Storage Containers 5pk,Home & Kitchen,5,126.65,CUST0198
INV10415,2024-06-05,Wireless Earbuds Pro,Electronics,2,109.64,CUST0287
INV10508,2024-06-05,Vitamin D3 Supplements,Beauty & Health,2,25.48,CUST0191
INV10094,2024-06-06,Natural Face Moisturizer,Beauty & Health,5,92.45,CUST0193
INV10604,2024-06-06,Hooded Sweatshirt,Clothing,2,86.72,CUST0137
INV11170,2024-06-06,Digital Kitchen Scale,Home & Kitchen,1,19.32,CUST0099
INV11507,2024-06-06,Digital Kitchen Scale,Home & Kitchen,1,17.88,CUST0288
INV11710,2024-06-06,Lip Balm SPF15 3pk,Beauty & Health,1,8.73,CUST0212
INV11813,2024-06-06,LED Desk Lamp Smart,Electronics,2,97.14,CUST0293
INV11850,2024-06-06,Stapler Heavy Duty,Office Supplies,5,82.3,CUST0201
INV11891,2024-06-06,Sticky Notes Pack 12,Office Supplies,1,9.27,CUST0019
INV10019,2024-06-07,Hooded Sweatshirt,Clothing,2,86.2,CUST0063
INV11115,2024-06-07,Wireless Earbuds Pro,Electronics,2,109.68,CUST0173
INV11253,2024-06-07,Mechanical Keyboard TKL,Electronics,2,172.18,CUST0190
INV11635,2024-06-07,Smart Plug WiFi,Electronics,1,20.96,CUST0138
INV11695,2024-06-07,Bamboo Cutting Board,Home & Kitchen,3,63.66,CUST0163
INV10179,2024-06-08,Canvas Sneakers,Clothing,3,186.18,CUST0109
INV10406,2024-06-08,File Folders 100pk,Office Supplies,4,75.68,CUST0272
INV10584,2024-06-08,French Press Coffee Maker,Home & Kitchen,4,127.68,CUST0020
INV10703,2024-06-08,Scissors Stainless Steel,Office Supplies,1,8.12,CUST0058
INV11037,2024-06-08,Ceramic Coffee Mug,Home & Kitchen,1,14.0,CUST0115
INV11110,2024-06-08,Vitamin D3 Supplements,Beauty & Health,3,43.56,CUST0232
INV11828,2024-06-08,Zip-Up Fleece Jacket,Clothing,2,148.52,CUST0287
INV11242,2024-06-09,Glass Storage Containers 5pk,Home & Kitchen,1,26.14,CUST0197
INV11364,2024-06-09,Canvas Sneakers,Clothing,1,59.99,CUST0102
INV11424,2024-06-09,LED Desk Lamp Smart,Electronics,2,91.72,CUST0297
INV11628,2024-06-09,Bamboo Toothbrush 4pk,Beauty & Health,1,9.78,CUST0003
INV11764,2024-06-09,Classic Cotton T-Shirt,Clothing,1,18.45,CUST0092
INV11890,2024-06-09,Classic Cotton T-Shirt,Clothing,2,43.94,CUST0225
INV10064,2024-06-10,Bluetooth Speaker Mini,Electronics,1,38.21,CUST0161
INV10337,2024-06-10,Running Socks 6pk,Clothing,3,44.1,CUST0138
INV11153,2024-06-10,LED Desk Lamp Smart,Electronics,2,86.86,CUST0262
INV11937,2024-06-10,Canvas Sneakers,Clothing,1,64.59,CUST0019
INV10520,2024-06-11,Classic Cotton T-Shirt,Clothing,2,38.74,CUST0007
INV10533,2024-06-11,Vitamin C Serum 30ml,Beauty & Health,1,24.04,CUST0002
INV10774,2024-06-11,Natural Face Moisturizer,Beauty & Health,2,36.94,CUST0283
INV10816,2024-06-11,Essential Oil Diffuser,Beauty & Health,2,71.14,CUST0001
INV10982,2024-06-11,Lip Balm SPF15 3pk,Beauty & Health,4,29.32,CUST0104
INV11139,2024-06-11,Silicone Spatula Set 3pk,Home & Kitchen,1,9.26,CUST0217
INV11213,2024-06-11,Webcam 1080p HD,Electronics,1,55.27,CUST0105
INV11351,2024-06-11,Stapler Heavy Duty,Office Supplies,1,17.66,CUST0042
INV11989,2024-06-11,Stapler Heavy Duty,Office Supplies,2,36.94,CUST0214
INV10079,2024-06-12,File Folders 100pk,Office Supplies,2,39.22,CUST0052
INV11256,2024-06-12,Stapler Heavy Duty,Office Supplies,3,47.46,CUST0183
INV11757,2024-06-12,Classic Cotton T-Shirt,Clothing,2,43.92,CUST0170
INV10284,2024-06-13,Vitamin D3 Supplements,Beauty & Health,1,15.19,CUST0017
INV10304,2024-06-13,Ballpoint Pens 50pk,Office Supplies,1,13.26,CUST0005
INV10633,2024-06-13,Ballpoint Pens 50pk,Office Supplies,1,12.45,CUST0218
INV10668,2024-06-13,Smart Plug WiFi,Electronics,1,19.45,CUST0221
INV11098,2024-06-13,Natural Face Moisturizer,Beauty & Health,1,20.51,CUST0112
INV11352,2024-06-13,Wool Beanie Hat,Clothing,1,16.58,CUST0174
INV11678,2024-06-13,Canvas Sneakers,Clothing,1,59.1,CUST0196
INV10350,2024-06-14,Canvas Sneakers,Clothing,1,54.47,CUST0156
INV11119,2024-06-14,Silicone Spatula Set 3pk,Home & Kitchen,2,21.8,CUST0160
INV11379,2024-06-14,Facial Sunscreen SPF50,Beauty & Health,1,17.77,CUST0103
INV11598,2024-06-14,Sport Shorts,Clothing,1,23.18,CUST0128
INV11435,2024-06-15,Ceramic Coffee Mug,Home & Kitchen,2,24.5,CUST0265
INV11564,2024-06-15,Vitamin D3 Supplements,Beauty & Health,1,13.4,CUST0266
INV10133,2024-06-16,Lip Balm SPF15 3pk,Beauty & Health,1,7.72,CUST0122
INV10389,2024-06-16,Scissors Stainless Steel,Office Supplies,1,7.16,CUST0241
INV10490,2024-06-16,Silicone Spatula Set 3pk,Home & Kitchen,3,30.81,CUST0263
INV10617,2024-06-16,Wireless Earbuds Pro,Electronics,1,47.48,CUST0071
INV11156,2024-06-16,Bluetooth Speaker Mini,Electronics,5,217.75,CUST0123
INV11258,2024-06-16,File Folders 100pk,Office Supplies,1,17.68,CUST0003
INV11305,2024-06-16,Sticky Notes Pack 12,Office Supplies,2,16.7,CUST0157
INV11337,2024-06-16,Vitamin D3 Supplements,Beauty & Health,1,13.15,CUST0120
INV11231,2024-06-17,Wool Beanie Hat,Clothing,1,19.73,CUST0230
INV11451,2024-06-17,Bluetooth Speaker Mini,Electronics,1,37.5,CUST0215
INV11462,2024-06-17,Glass Storage Containers 5pk,Home & Kitchen,4,115.36,CUST0030
INV11080,2024-06-18,Smart Plug WiFi,Electronics,1,19.37,CUST0168
INV11743,2024-06-18,Vitamin C Serum 30ml,Beauty & Health,1,23.52,CUST0091
INV11826,2024-06-18,Stainless Steel Water Bottle,Home & Kitchen,1,25.26,CUST0007
INV10976,2024-06-19,Vitamin C Serum 30ml,Beauty & Health,2,54.2,CUST0042
INV11329,2024-06-19,Canvas Sneakers,Clothing,1,54.4,CUST0129
INV11370,2024-06-19,Hooded Sweatshirt,Clothing,1,41.48,CUST0284
INV11524,2024-06-19,Wool Beanie Hat,Clothing,3,51.27,CUST0205
INV11805,2024-06-19,A4 Printer Paper 500sh,Office Supplies,3,28.86,CUST0215
INV10207,2024-06-20,Ballpoint Pens 50pk,Office Supplies,1,13.49,CUST0013
INV10518,2024-06-20,Digital Kitchen Scale,Home & Kitchen,1,19.3,CUST0065
INV10610,2024-06-20,Whiteboard Markers 8pk,Office Supplies,1,11.17,CUST0036
INV11123,2024-06-20,Vitamin D3 Supplements,Beauty & Health,2,28.54,CUST0157
INV11398,2024-06-20,Lip Balm SPF15 3pk,Beauty & Health,1,8.03,CUST0027
INV11735,2024-06-20,Scissors Stainless Steel,Office Supplies,1,7.74,CUST0253
INV10834,2024-06-21,Bamboo Cutting Board,Home & Kitchen,10,210.9,CUST0129
INV10848,2024-06-21,Wool Beanie Hat,Clothing,1,19.37,CUST0151
INV10964,2024-06-21,File Folders 100pk,Office Supplies,2,36.88,CUST0178
INV11160,2024-06-21,Running Socks 6pk,Clothing,2,30.02,CUST0137
INV11783,2024-06-21,Hooded Sweatshirt,Clothing,2,87.18,CUST0058
INV11874,2024-06-21,Whiteboard Markers 8pk,Office Supplies,10,114.2,CUST0117
INV11972,2024-06-21,Wool Beanie Hat,Clothing,1,19.78,CUST0037
INV10160,2024-06-22,Hooded Sweatshirt,Clothing,1,44.06,CUST0141
INV10184,2024-06-22,Ceramic Coffee Mug,Home & Kitchen,3,42.03,CUST0240
INV10530,2024-06-22,Portable Charger 20000mAh,Electronics,2,62.78,CUST0297
INV10614,2024-06-22,Digital Kitchen Scale,Home & Kitchen,3,62.07,CUST0081
INV10788,2024-06-22,Classic Cotton T-Shirt,Clothing,2,39.24,CUST0144
INV10905,2024-06-22,Ceramic Coffee Mug,Home & Kitchen,1,14.17,CUST0209
INV11109,2024-06-22,Zip-Up Fleece Jacket,Clothing,2,150.16,CUST0218
INV11225,2024-06-22,Wool Beanie Hat,Clothing,1,18.4,CUST0287
INV11325,2024-06-22,Bamboo Toothbrush 4pk,Beauty & Health,1,8.82,CUST0242
INV11455,2024-06-22,Running Socks 6pk,Clothing,1,16.05,CUST0164
INV11827,2024-06-22,Stainless Steel Water Bottle,Home & Kitchen,2,47.82,CUST0139
INV10290,2024-06-23,Natural Face Moisturizer,Beauty & Health,1,20.12,CUST0024
INV10595,2024-06-23,Stapler Heavy Duty,Office Supplies,2,37.08,CUST0230
INV11355,2024-06-23,Vitamin D3 Supplements,Beauty & Health,1,14.64,CUST0240
INV11434,2024-06-23,A4 Printer Paper 500sh,Office Supplies,1,10.81,CUST0285
INV11668,2024-06-23,Bluetooth Speaker Mini,Electronics,1,40.74,CUST0285
INV11994,2024-06-23,Natural Face Moisturizer,Beauty & Health,1,18.7,CUST0227
INV10302,2024-06-24,Non-Stick Frying Pan 28cm,Home & Kitchen,3,100.02,CUST0144
INV10551,2024-06-24,Wireless Earbuds Pro,Electronics,3,139.11,CUST0119
INV10845,2024-06-24,Stapler Heavy Duty,Office Supplies,2,31.48,CUST0026
INV11095,2024-06-24,USB-C Hub 7-in-1,Electronics,2,68.0,CUST0180
INV11835,2024-06-24,Facial Sunscreen SPF50,Beauty & Health,2,36.32,CUST0254
INV10061,2024-06-25,Reusable Cotton Pads 20pk,Beauty & Health,1,11.46,CUST0217
INV10878,2024-06-25,Bamboo Cutting Board,Home & Kitchen,1,21.77,CUST0011
INV11547,2024-06-25,Slim Fit Chinos,Clothing,3,144.48,CUST0189
INV11574,2024-06-25,Bluetooth Speaker Mini,Electronics,1,38.81,CUST0216
INV11637,2024-06-25,Portable Charger 20000mAh,Electronics,4,117.4,CUST0167
INV11787,2024-06-25,Silicone Spatula Set 3pk,Home & Kitchen,1,10.6,CUST0220
INV10265,2024-06-26,USB-C Hub 7-in-1,Electronics,2,70.2,CUST0032
INV10335,2024-06-26,Portable Charger 20000mAh,Electronics,4,128.72,CUST0065
INV10351,2024-06-26,Ballpoint Pens 50pk,Office Supplies,1,12.38,CUST0074
INV10453,2024-06-26,Essential Oil Diffuser,Beauty & Health,1,35.1,CUST0105
INV10691,2024-06-26,Glass Storage Containers 5pk,Home & Kitchen,1,28.33,CUST0145
INV10699,2024-06-26,Bamboo Toothbrush 4pk,Beauty & Health,2,17.9,CUST0266
INV11542,2024-06-26,Classic Cotton T-Shirt,Clothing,2,36.4,CUST0008
INV11791,2024-06-26,Vitamin D3 Supplements,Beauty & Health,2,28.22,CUST0077
INV10215,2024-06-27,Slim Fit Chinos,Clothing,2,92.24,CUST0142
INV10536,2024-06-27,Stainless Steel Water Bottle,Home & Kitchen,1,23.9,CUST0063
INV11124,2024-06-27,Natural Face Moisturizer,Beauty & Health,1,19.38,CUST0285
INV11208,2024-06-27,Desk Organizer Bamboo,Office Supplies,2,49.26,CUST0245
INV11775,2024-06-27,Canvas Sneakers,Clothing,1,56.07,CUST0202
INV11836,2024-06-27,Essential Oil Diffuser,Beauty & Health,2,64.8,CUST0257
INV10582,2024-06-28,Wool Beanie Hat,Clothing,3,49.17,CUST0022
INV10086,2024-06-29,Hooded Sweatshirt,Clothing,2,97.8,CUST0228
INV10400,2024-06-29,Webcam 1080p HD,Electronics,2,116.36,CUST0217
INV11511,2024-06-29,Wool Beanie Hat,Clothing,3,51.93,CUST0194
INV11565,2024-06-29,Stainless Steel Water Bottle,Home & Kitchen,4,94.24,CUST0237
INV11706,2024-06-30,Sticky Notes Pack 12,Office Supplies,1,8.96,CUST0241
INV11773,2024-06-30,Desk Organizer Bamboo,Office Supplies,3,73.8,CUST0267
INV10129,2024-07-01,File Folders 100pk,Office Supplies,1,17.85,CUST0170
